pitStopId,raceId,driverId,stop,lap,time,duration,milliseconds
1176,883,8,2,34,16:02:06,21.723,21723
1177,883,18,3,34,16:02:20,21.696,21696
1178,883,819,3,35,16:04:48,23.263,23263
1179,883,814,2,36,16:05:30,22.475,22475
1180,883,13,4,36,16:06:01,27.757,27757
1181,883,824,3,36,16:06:51,22.817,22817
1182,883,17,3,37,16:07:17,21.031,21031
1183,883,820,3,37,16:08:38,26.004,26004
1184,883,1,3,38,16:09:03,21.6,21600
1185,883,815,3,39,16:10:45,21.319,21319
1186,883,4,4,39,16:10:48,21.189,21189
1187,883,813,3,39,16:11:04,22.066,22066
1188,883,823,4,39,16:13:18,22.38,22380
1189,883,807,3,41,16:14:30,22.814,22814
1190,883,817,3,41,16:14:49,22.623,22623
1191,883,20,3,42,16:15:09,21.906,21906
1192,883,154,3,42,16:15:35,21.556,21556
1193,883,16,3,42,16:16:30,22.346,22346
1194,883,821,4,43,16:18:34,22.246,22246
1195,883,3,4,44,16:19:15,21.267,21267
1196,883,18,4,46,16:22:36,21.23,21230
1197,883,820,4,46,16:24:10,22.552,22552
1198,883,822,3,47,16:24:37,23.837,23837
1199,883,823,5,47,16:27:16,23.375,23375
1200,883,824,4,48,16:27:23,23.803,23803
1201,884,824,1,2,14:06:58,29.994,29994
1202,884,17,1,7,14:14:27,19.668,19668
1203,884,13,1,8,14:15:53,19.49,19490
1204,884,807,1,8,14:15:59,19.993,19993
1205,884,813,1,8,14:16:03,20.205,20205
1206,884,819,1,8,14:16:15,20.734,20734
1207,884,4,1,9,14:17:21,18.909,18909
1208,884,1,1,9,14:17:26,22.018,22018
1209,884,814,1,9,14:17:29,20.615,20615
1210,884,818,1,9,14:17:33,19.772,19772
1211,884,823,1,9,14:17:41,21.686,21686
1212,884,822,1,9,14:17:42,21.171,21171
1213,884,3,1,10,14:18:50,19.414,19414
1214,884,20,1,10,14:18:51,18.606,18606
1215,884,8,1,10,14:18:53,19.978,19978
1216,884,815,1,10,14:18:59,19.25,19250
1217,884,817,1,10,14:19:03,19.795,19795
1218,884,18,1,11,14:20:44,18.81,18810
1219,884,821,1,13,14:23:38,22.144,22144
1220,884,813,2,13,14:23:55,13.266,13266
1221,884,820,1,15,14:27:24,25.294,25294
1222,884,824,2,16,14:28:59,20.656,20656
1223,884,814,2,19,14:32:58,19.792,19792
1224,884,13,2,20,14:34:12,19.373,19373
1225,884,17,2,20,14:34:27,19.151,19151
1226,884,818,2,20,14:34:37,20.671,20671
1227,884,813,3,20,14:34:52,23.139,23139
1228,884,823,2,20,14:34:59,22.029,22029
1229,884,4,2,21,14:35:36,19.952,19952
1230,884,807,2,21,14:36:06,19.402,19402
1231,884,16,2,22,14:38:15,20.306,20306
1232,884,815,2,23,14:39:06,20.578,20578
1233,884,819,2,23,14:39:41,20.87,20870
1234,884,20,2,24,14:40:14,18.708,18708
1235,884,817,2,24,14:40:39,20.1,20100
1236,884,1,2,25,14:42:21,20.132,20132
1237,884,822,2,25,14:42:37,20.533,20533
1238,884,8,2,26,14:43:15,19.743,19743
1239,884,3,2,27,14:45:06,20.032,20032
1240,884,821,2,28,14:46:47,19.988,19988
1241,884,18,2,28,14:46:53,19.196,19196
1242,884,824,3,29,14:49:08,19.904,19904
1243,884,820,2,30,14:50:58,21.582,21582
1244,884,807,3,34,14:56:00,22.324,22324
1245,884,818,3,34,14:56:06,25.362,25362
1246,884,807,4,35,14:57:53,24.001,24001
1247,884,813,4,35,14:57:57,20.8,20800
1248,884,4,3,36,14:58:10,19.519,19519
1249,884,13,3,36,14:58:25,19.326,19326
1250,884,17,3,36,14:58:48,19.17,19170
1251,884,1,3,36,14:59:15,19.7,19700
1252,884,16,3,36,14:59:34,19.591,19591
1253,884,818,4,37,15:01:38,29.74,29740
1254,884,814,3,38,15:01:59,19.822,19822
1255,884,815,3,38,15:02:10,19.866,19866
1256,884,807,5,38,15:02:43,28.971,28971
1257,884,20,3,39,15:03:01,19.551,19551
1258,884,817,3,39,15:03:42,19.498,19498
1259,884,819,3,41,15:07:38,21.202,21202
1260,884,821,3,42,15:08:17,20.082,20082
1261,884,822,3,43,15:10:28,19.908,19908
1262,884,8,3,45,15:11:53,20.184,20184
1263,884,18,3,46,15:14:18,19.29,19290
1264,884,824,4,46,15:15:24,19.83,19830
1265,884,3,3,47,15:15:40,19.352,19352
1266,884,820,3,47,15:17:21,21.34,21340
1267,884,4,4,49,15:17:37,18.471,18471
1268,884,16,4,49,15:19:07,22.931,22931
1269,884,17,4,50,15:19:53,18.931,18931
1270,884,815,4,50,15:20:19,19.993,19993
1271,884,1,4,50,15:20:35,19.457,19457
1272,884,13,4,51,15:20:57,19.001,19001
1273,884,20,4,51,15:21:09,18.694,18694
1274,884,817,4,51,15:21:47,19.857,19857
1275,884,814,4,53,15:24:38,19.481,19481
1276,884,813,5,53,15:25:17,19.723,19723
1277,884,807,6,53,15:25:37,20.314,20314
1278,884,821,4,54,15:26:28,19.324,19324
1279,884,16,1,8,14:15:56,01:14.0,74026
1280,885,813,1,1,14:04:48,40.507,40507
1281,885,823,1,1,14:04:55,35.1,35100
1282,885,814,1,9,14:15:54,25.643,25643
1283,885,817,1,22,14:33:49,25.225,25225
1284,885,824,1,22,14:34:05,25.098,25098
1285,885,820,1,23,14:35:17,25.337,25337
1286,885,823,2,24,14:37:13,25.676,25676
1287,885,17,1,25,14:37:28,24.316,24316
1288,885,8,1,26,14:38:49,24.42,24420
1289,885,18,1,26,14:38:54,24.585,24585
1290,885,13,1,26,14:39:26,25.331,25331
1291,885,807,1,27,14:40:28,24.974,24974
1292,885,4,1,28,14:41:32,24.489,24489
1293,885,821,1,28,14:42:09,25.364,25364
1294,885,815,1,29,14:42:57,24.672,24672
1295,885,818,1,29,14:43:05,24.827,24827
1296,885,20,1,30,14:44:08,24.375,24375
1297,885,16,1,30,14:44:28,25.274,25274
1298,885,822,1,30,14:44:53,29.063,29063
1299,885,154,1,30,14:44:55,24.565,24565
1300,885,813,2,30,14:45:08,26.146,26146
1301,885,3,1,31,14:45:40,25.2,25200
1302,885,1,1,31,14:45:51,24.801,24801
1303,885,824,2,35,14:54:16,25.215,25215
1304,885,823,3,35,14:55:21,25.862,25862
1305,885,820,2,48,15:38:30,19.553,19553
1306,885,154,2,62,15:58:00,39.98,39980
1307,885,821,2,63,15:59:23,25.926,25926
1308,885,820,3,63,15:59:31,26.198,26198
1309,885,8,2,70,16:10:41,25.125,25125
1310,886,823,1,8,14:14:22,22.323,22323
1311,886,16,1,9,14:15:30,22.789,22789
1312,886,819,1,11,14:18:33,22.184,22184
1313,886,817,1,12,14:19:39,21.223,21223
1314,886,807,1,12,14:19:40,21.623,21623
1315,886,813,1,12,14:19:42,24.557,24557
1316,886,17,1,13,14:20:32,20.716,20716
1317,886,818,1,13,14:20:45,21.9,21900
1318,886,815,1,13,14:21:03,20.427,20427
1319,886,3,1,14,14:21:51,21.125,21125
1320,886,822,1,14,14:22:18,22.242,22242
1321,886,20,1,16,14:24:20,20.835,20835
1322,886,4,1,16,14:24:36,20.512,20512
1323,886,13,1,17,14:26:26,20.473,20473
1324,886,813,2,17,14:26:50,14.446,14446
1325,886,1,1,19,14:28:27,20.879,20879
1326,886,821,1,21,14:32:08,22.017,22017
1327,886,8,1,22,14:33:09,25.182,25182
1328,886,18,1,27,14:40:12,20.212,20212
1329,886,3,2,31,14:44:51,20.832,20832
1330,886,823,2,32,14:48:17,22.039,22039
1331,886,819,2,36,14:53:10,22.033,22033
1332,886,16,2,37,14:53:24,21,21000
1333,886,807,2,38,14:55:03,21.014,21014
1334,886,820,1,38,14:55:52,21.374,21374
1335,886,817,2,39,14:56:29,21.315,21315
1336,886,823,3,38,14:56:58,29.056,29056
1337,886,822,2,40,14:57:42,24.418,24418
1338,886,13,2,41,14:58:51,20.372,20372
1339,886,824,1,41,14:59:38,21.378,21378
1340,886,823,4,40,15:00:06,24.51,24510
1341,886,154,1,42,15:00:07,20.859,20859
1342,886,815,2,43,15:01:30,20.805,20805
1343,886,17,2,46,15:04:23,22.709,22709
1344,886,4,2,47,15:05:39,20.636,20636
1345,886,1,2,48,15:06:50,20.656,20656
1346,886,20,2,49,15:07:50,20.898,20898
1347,886,813,3,49,15:10:14,21.637,21637
1348,886,154,2,53,15:14:53,21.574,21574
1349,886,814,1,56,15:18:16,21.066,21066
1350,886,3,3,57,15:19:14,21.459,21459
1351,886,818,2,57,15:19:32,20.739,20739
1352,886,16,3,61,15:25:13,14.489,14489
1353,886,821,2,63,15:28:44,21.524,21524
1354,887,1,1,8,13:17:20,29.026,29026
1355,887,154,1,9,13:18:36,24.725,24725
1356,887,814,1,9,13:18:47,25.004,25004
1357,887,4,1,10,13:20:16,24.572,24572
1358,887,17,1,10,13:20:19,31.448,31448
1359,887,821,1,10,13:20:28,25.33,25330
1360,887,823,1,10,13:20:57,26.515,26515
1361,887,13,1,10,13:21:18,35.21,35210
1362,887,8,1,11,13:21:52,24.992,24992
1363,887,817,1,11,13:21:54,29.446,29446
1364,887,18,1,11,13:22:03,24.745,24745
1365,887,824,1,11,13:22:28,25.729,25729
1366,887,3,1,12,13:23:20,24.99,24990
1367,887,16,1,12,13:23:29,24.807,24807
1368,887,807,1,12,13:23:43,29.684,29684
1369,887,820,1,12,13:24:20,26.031,26031
1370,887,20,1,13,13:24:55,24.159,24159
1371,887,815,1,13,13:25:16,24.596,24596
1372,887,818,1,14,13:27:16,29.418,29418
1373,887,813,1,15,13:29:05,25.244,25244
1374,887,822,1,15,13:29:14,30.231,30231
1375,887,819,1,15,13:29:18,26.191,26191
1376,887,13,2,16,13:32:21,24.68,24680
1377,887,807,2,25,13:50:08,26.256,26256
1378,887,818,2,25,13:50:17,26.317,26317
1379,887,821,2,27,13:53:31,26.04,26040
1380,887,823,2,28,13:55:33,25.814,25814
1381,887,8,2,29,13:56:33,24.428,24428
1382,887,821,3,29,13:57:08,31.937,31937
1383,887,4,2,30,13:58:10,24.789,24789
1384,887,154,2,30,13:58:16,24.751,24751
1385,887,17,2,31,13:59:51,24.781,24781
1386,887,817,2,32,14:01:28,26.229,26229
1387,887,18,2,32,14:01:33,24.357,24357
1388,887,820,2,32,14:02:17,25.701,25701
1389,887,16,2,33,14:03:04,25.158,25158
1390,887,815,2,33,14:03:08,25.028,25028
1391,887,814,2,33,14:03:14,25.099,25099
1392,887,824,2,33,14:03:42,25.927,25927
1393,887,3,2,34,14:04:28,24.893,24893
1394,887,819,2,34,14:05:14,26.371,26371
1395,887,20,2,35,14:06:01,24.092,24092
1396,887,1,2,36,14:08:08,24.635,24635
1397,887,13,3,36,14:08:18,24.4,24400
1398,887,813,2,37,14:10:02,25.275,25275
1399,887,807,3,37,14:10:02,24.863,24863
1400,887,822,2,38,14:11:48,31.851,31851
1401,887,821,4,40,14:15:23,25.087,25087
1402,887,823,3,40,14:16:02,26.391,26391
1403,887,4,3,41,14:16:06,25.018,25018
1404,887,3,3,42,14:17:48,25.436,25436
1405,887,17,3,42,14:18:03,24.473,24473
1406,887,154,3,42,14:18:29,25.911,25911
1407,887,814,3,42,14:18:34,33.401,33401
1408,887,13,4,42,14:18:38,24.872,24872
1409,888,814,1,4,14:10:30,20.547,20547
1410,888,818,1,4,14:10:37,23.147,23147
1411,888,819,1,4,14:10:40,22.699,22699
1412,888,817,1,5,14:12:03,19.846,19846
1413,888,16,1,5,14:12:09,19.91,19910
1414,888,823,1,5,14:12:16,21.9,21900
1415,888,824,1,5,14:12:18,20.84,20840
1416,888,1,1,6,14:13:34,19.487,19487
1417,888,821,1,6,14:13:52,19.816,19816
1418,888,20,1,7,14:15:09,18.979,18979
1419,888,815,1,7,14:15:22,20.432,20432
1420,888,17,1,8,14:16:48,02:42.0,162042
1421,888,8,1,8,14:16:51,19.378,19378
1422,888,820,1,8,14:17:26,21.021,21021
1423,888,4,1,12,14:23:32,20.199,20199
1424,888,154,1,13,14:25:00,20.273,20273
1425,888,3,1,16,14:30:21,19.69,19690
1426,888,807,1,17,14:31:56,21.226,21226
1427,888,817,2,18,14:33:49,19.952,19952
1428,888,824,2,18,14:34:30,20.371,20371
1429,888,823,2,19,14:36:10,20.974,20974
1430,888,820,2,20,14:37:56,19.953,19953
1431,888,18,1,21,14:38:27,20.812,20812
1432,888,813,1,21,14:38:44,20.331,20331
1433,888,1,2,22,14:40:10,19.321,19321
1434,888,822,1,22,14:40:31,33.796,33796
1435,888,821,2,22,14:40:34,19.869,19869
1436,888,20,2,24,14:43:10,20.039,20039
1437,888,154,2,24,14:43:13,20.007,20007
1438,888,8,2,24,14:43:25,20.528,20528
1439,888,4,2,24,14:43:36,19.539,19539
1440,888,815,2,24,14:43:57,20.433,20433
1441,888,16,2,24,14:44:00,20.204,20204
1442,888,814,2,24,14:44:07,21.483,21483
1443,888,3,2,24,14:44:07,22.207,22207
1444,888,17,2,23,14:44:15,19.991,19991
1445,888,819,2,24,14:44:58,21.388,21388
1446,888,820,3,26,14:48:52,20.272,20272
1447,888,819,3,34,15:03:58,22.986,22986
1448,888,807,2,37,15:08:26,20.364,20364
1449,888,820,4,37,15:08:55,21.433,21433
1450,888,17,3,38,15:10:15,19.921,19921
1451,888,823,3,38,15:10:34,20.545,20545
1452,888,154,3,40,15:13:03,19.591,19591
1453,888,817,3,40,15:13:28,20.196,20196
1454,888,20,3,41,15:14:38,19.118,19118
1455,888,821,3,41,15:15:07,21.16,21160
1456,888,16,3,43,15:18:18,21.799,21799
1457,888,1,3,45,15:21:19,19.316,19316
1458,888,18,2,47,15:24:27,19.692,19692
1459,888,3,3,48,15:26:26,19.684,19684
1460,888,8,3,49,15:27:24,19.39,19390
1461,888,4,3,49,15:27:29,19.476,19476
1462,888,807,3,49,15:28:02,20.557,20557
1463,888,813,2,50,15:29:39,36.196,36196
1464,888,822,2,54,15:36:20,45.695,45695
1465,890,818,1,8,14:15:51,22.745,22745
1466,890,823,1,8,14:15:55,23.2,23200
1467,890,1,1,9,14:16:48,21.84,21840
1468,890,813,1,9,14:17:14,22.103,22103
1469,890,814,1,9,14:17:18,22.754,22754
1470,890,817,1,10,14:18:44,24.033,24033
1471,890,3,1,10,14:18:45,22.015,22015
1472,890,822,1,10,14:18:55,22.023,22023
1473,890,20,1,11,14:19:47,21.343,21343
1474,890,13,1,11,14:19:57,23.012,23012
1475,890,807,1,11,14:20:17,22.303,22303
1476,890,4,1,12,14:21:21,21.599,21599
1477,890,154,1,13,14:22:46,22.054,22054
1478,890,8,1,13,14:22:56,22.161,22161
1479,890,819,1,13,14:23:32,22.465,22465
1480,890,824,1,20,14:34:40,22.159,22159
1481,890,820,1,21,14:36:25,22.323,22323
1482,890,17,1,23,14:37:39,21.762,21762
1483,890,815,1,23,14:38:10,22.323,22323
1484,890,821,1,23,14:38:18,22.425,22425
1485,890,18,1,24,14:39:26,22.107,22107
1486,890,154,2,25,14:40:51,22.267,22267
1487,890,814,2,26,14:43:05,22.723,22723
1488,890,823,2,27,14:44:59,22.831,22831
1489,890,813,2,28,14:45:48,21.88,21880
1490,890,3,2,29,14:47:10,22.628,22628
1491,890,818,2,30,14:49:06,22.282,22282
1492,890,1,2,31,14:49:23,21.454,21454
1493,890,13,2,31,14:50:01,21.753,21753
1494,890,822,2,33,14:53:46,22.612,22612
1495,890,20,2,34,14:53:58,21.863,21863
1496,890,4,2,34,14:54:07,22.249,22249
1497,890,824,2,33,14:54:39,22.221,22221
1498,890,807,2,35,14:56:17,22.606,22606
1499,890,820,2,34,14:56:34,22.301,22301
1500,890,154,3,37,14:58:34,16.453,16453
1501,890,18,2,37,14:58:44,22.496,22496
1502,890,815,2,38,15:00:37,22.722,22722
1503,890,817,2,38,15:01:00,21.996,21996
1504,890,819,2,38,15:01:50,22.45,22450
1505,890,807,3,40,15:04:00,16.512,16512
1506,890,8,2,42,15:05:48,21.643,21643
1507,890,17,2,43,15:07:06,22.349,22349
1508,890,823,3,44,15:10:43,22.384,22384
1509,890,154,4,47,15:13:17,22.451,22451
1510,890,824,3,46,15:14:34,23.03,23030
1511,890,4,3,48,15:14:42,21.753,21753
1512,890,13,3,48,15:15:06,21.612,21612
1513,890,3,3,48,15:15:07,21.854,21854
1514,890,814,3,48,15:15:49,23.027,23027
1515,890,1,3,50,15:17:08,22.136,22136
1516,890,818,3,50,15:18:45,23.756,23756
1517,890,813,3,51,15:19:53,24.796,24796
1518,890,820,3,50,15:21:06,23.257,23257
1519,890,20,3,55,15:24:30,21.666,21666
1520,890,17,3,59,15:30:24,22.022,22022
1521,891,807,1,9,14:21:40,24.219,24219
1522,891,13,1,9,14:21:42,22.872,22872
1523,891,814,1,10,14:23:35,23.475,23475
1524,891,818,1,10,14:23:44,24.07,24070
1525,891,1,1,11,14:25:16,23.397,23397
1526,891,16,1,11,14:25:37,23.327,23327
1527,891,813,1,11,14:25:40,27.059,27059
1528,891,3,1,12,14:27:19,22.893,22893
1529,891,4,1,13,14:29:10,22.631,22631
1530,891,17,1,13,14:29:16,23.004,23004
1531,891,815,1,13,14:29:25,17.378,17378
1532,891,20,1,14,14:30:58,22.685,22685
1533,891,8,1,14,14:31:18,23.744,23744
1534,891,822,1,14,14:31:44,23.411,23411
1535,891,824,1,14,14:32:07,24.083,24083
1536,891,823,1,15,14:33:51,24.968,24968
1537,891,820,1,15,14:34:15,24.013,24013
1538,891,817,1,16,14:35:26,23.144,23144
1539,891,18,1,17,14:37:03,22.465,22465
1540,891,815,2,18,14:39:24,22.597,22597
1541,891,821,1,19,14:41:20,22.761,22761
1542,891,154,1,22,14:46:53,23.445,23445
1543,891,807,2,24,14:50:59,23.334,23334
1544,891,818,2,24,14:51:01,24.539,24539
1545,891,3,2,25,14:52:20,23.723,23723
1546,891,814,2,25,14:52:51,23.54,23540
1547,891,1,2,26,14:54:11,22.682,22682
1548,891,13,2,26,14:54:35,22.634,22634
1549,891,16,2,26,14:54:42,23.655,23655
1550,891,813,2,27,14:57:12,35.228,35228
1551,891,4,2,28,14:57:52,22.444,22444
1552,891,821,2,28,14:58:53,22.712,22712
1553,891,822,2,28,14:59:02,23.54,23540
1554,891,824,2,28,14:59:47,23.961,23961
1555,891,17,2,29,15:00:00,23.477,23477
1556,891,823,2,29,15:01:18,23.998,23998
1557,891,20,2,30,15:01:29,22.884,22884
1558,891,820,2,29,15:02:06,23.916,23916
1559,891,817,2,33,15:08:12,22.871,22871
1560,891,820,3,32,15:08:14,17.427,17427
1561,891,18,2,34,15:09:32,23.317,23317
1562,891,813,3,38,15:18:29,30.894,30894
1563,891,821,3,41,15:23:35,17.433,17433
1564,892,8,1,1,14:05:19,30.975,30975
1565,892,1,1,13,14:23:23,24.46,24460
1566,892,819,1,17,14:29:42,25.569,25569
1567,892,823,1,18,14:31:18,26.302,26302
1568,892,154,1,20,14:33:49,27.04,27040
1569,892,18,1,21,14:35:17,24.45,24450
1570,892,817,1,22,14:36:44,24.319,24319
1571,892,815,1,22,14:36:45,25.933,25933
1572,892,824,1,22,14:37:35,25.541,25541
1573,892,20,1,23,14:37:56,24.305,24305
1574,892,17,1,23,14:38:07,24.205,24205
1575,892,820,1,23,14:39:08,26.146,26146
1576,892,13,1,24,14:39:35,24.692,24692
1577,892,807,1,24,14:39:37,25.633,25633
1578,892,16,1,24,14:39:52,26.873,26873
1579,892,813,1,24,14:39:58,25.397,25397
1580,892,822,1,25,14:41:33,24.665,24665
1581,892,3,1,26,14:42:35,24.079,24079
1582,892,4,1,27,14:43:56,24.208,24208
1583,892,821,1,27,14:44:20,24.668,24668
1584,892,8,2,30,14:48:51,24.764,24764
1585,892,1,2,38,15:00:35,24.315,24315
1586,892,819,2,38,15:01:38,26.363,26363
1587,892,823,2,39,15:03:12,33.2,33200
1588,893,4,2,25,20:52:09,29.176,29176
1589,893,154,2,25,20:52:13,30.293,30293
1590,893,13,2,25,20:52:21,29.136,29136
1591,893,18,2,25,20:52:22,30.085,30085
1592,893,8,2,25,20:52:24,33.013,33013
1593,893,815,2,25,20:52:31,29.396,29396
1594,893,807,2,25,20:52:32,30.253,30253
1595,893,821,2,25,20:52:42,31.706,31706
1596,893,16,2,25,20:52:54,30.166,30166
1597,893,813,2,25,20:53:06,30.444,30444
1598,893,819,2,25,20:53:55,32.008,32008
1599,893,823,2,26,20:55:33,37.7,37700
1600,893,154,3,33,21:11:23,01:13.0,73009
1601,893,818,3,39,21:22:44,29.999,29999
1602,893,17,2,40,21:24:28,28.909,28909
1603,893,16,3,40,21:24:36,31.23,31230
1604,893,824,4,40,21:25:13,29.421,29421
1605,893,3,2,41,21:26:16,29.616,29616
1606,893,813,3,41,21:26:35,30.175,30175
1607,893,820,3,41,21:27:04,29.687,29687
1608,893,814,2,42,21:28:14,29.777,29777
1609,893,13,3,42,21:28:15,29.573,29573
1610,893,822,3,42,21:28:43,33.836,33836
1611,893,823,3,42,21:28:50,30.141,30141
1612,893,1,2,43,21:30:03,30.085,30085
1613,893,20,2,44,21:31:26,28.934,28934
1614,893,819,3,54,21:52:04,31.546,31546
1615,893,8,1,10,20:23:19,29.469,29469
1616,893,824,1,10,20:23:58,29.573,29573
1617,893,821,1,11,20:25:19,29.364,29364
1618,893,818,1,11,20:25:28,29.736,29736
1619,893,819,1,11,20:25:52,31.841,31841
1620,893,820,1,11,20:25:57,30.497,30497
1621,893,824,2,11,20:26:28,32.243,32243
1622,893,13,1,12,20:26:59,29.04,29040
1623,893,16,1,12,20:27:25,29.678,29678
1624,893,17,1,13,20:28:48,29.031,29031
1625,893,18,1,13,20:28:57,29.284,29284
1626,893,807,1,13,20:29:01,29.91,29910
1627,893,823,1,13,20:29:27,30.161,30161
1628,893,822,1,13,20:29:30,31.792,31792
1629,893,4,1,14,20:30:36,29.436,29436
1630,893,815,1,14,20:30:57,28.709,28709
1631,893,3,1,15,20:32:27,29.212,29212
1632,893,154,1,15,20:32:38,29.702,29702
1633,893,1,1,15,20:32:41,29.032,29032
1634,893,817,1,15,20:33:06,32.097,32097
1635,893,813,1,16,20:35:13,29.966,29966
1636,893,20,1,17,20:36:08,28.787,28787
1637,893,814,1,20,20:42:28,29.667,29667
1638,893,824,3,23,20:50:22,29.823,29823
1639,893,818,2,24,20:50:34,30.714,30714
1640,893,822,2,24,20:50:54,30.79,30790
1641,893,820,2,24,20:51:40,31.173,31173
1642,894,16,1,3,15:09:31,29.829,29829
1643,894,18,1,4,15:11:11,26.948,26948
1644,894,13,1,6,15:14:57,22.474,22474
1645,894,813,1,7,15:16:37,23.47,23470
1646,894,814,1,7,15:16:40,23.814,23814
1647,894,821,1,7,15:16:43,23.096,23096
1648,894,822,1,8,15:18:36,23.912,23912
1649,894,1,1,9,15:19:55,22.27,22270
1650,894,4,1,9,15:20:07,22.208,22208
1651,894,819,1,9,15:20:36,24.32,24320
1652,894,154,1,10,15:21:39,22.519,22519
1653,894,3,1,10,15:21:47,23.412,23412
1654,894,807,1,10,15:21:50,23.654,23654
1655,894,815,1,10,15:22:03,22.901,22901
1656,894,823,1,10,15:22:24,17.513,17513
1657,894,824,1,10,15:22:31,23.097,23097
1658,894,20,1,11,15:23:22,22.662,22662
1659,894,8,1,11,15:23:39,22.924,22924
1660,894,823,2,11,15:24:34,23.987,23987
1661,894,17,1,12,15:25:27,22.587,22587
1662,894,818,1,12,15:25:54,24.477,24477
1663,894,820,1,12,15:26:16,23.761,23761
1664,894,817,1,18,15:36:21,23.892,23892
1665,894,18,2,22,15:43:41,25.946,25946
1666,894,813,2,23,15:45:35,23.642,23642
1667,894,814,2,23,15:45:42,23.854,23854
1668,894,818,2,24,15:47:44,23.845,23845
1669,894,8,2,25,15:48:47,23.236,23236
1670,894,807,2,26,15:50:32,24.112,24112
1671,894,3,2,28,15:53:56,42.432,42432
1672,894,4,2,28,15:54:07,22.807,22807
1673,894,16,2,28,15:54:36,23.155,23155
1674,894,822,2,28,15:54:54,24.24,24240
1675,894,1,2,29,15:55:45,22.251,22251
1676,894,13,2,29,15:56:20,22.401,22401
1677,894,17,2,30,15:57:29,22.718,22718
1678,894,20,2,31,15:58:48,22.935,22935
1679,894,819,2,30,15:58:50,24.366,24366
1680,894,154,2,31,15:58:56,22.767,22767
1681,894,824,2,30,15:59:15,23.814,23814
1682,894,820,2,30,15:59:21,26.299,26299
1683,894,823,3,30,15:59:22,24.548,24548
1684,894,817,2,31,16:00:11,23.194,23194
1685,894,17,3,31,16:00:12,23.49,23490
1686,894,821,2,31,16:00:19,23.408,23408
1687,894,815,2,31,16:00:22,38.893,38893
1688,894,818,3,38,16:16:31,24.016,24016
1689,894,16,3,38,16:16:46,01:11.4,71445
1690,894,16,4,41,16:23:32,18.979,18979
1691,895,819,1,1,15:05:34,17.935,17935
1692,895,1,1,1,15:06:11,25.297,25297
1693,895,818,1,7,15:15:39,25.816,25816
1694,895,18,1,8,15:17:14,23.462,23462
1695,895,822,1,8,15:17:18,23.421,23421
1696,895,16,1,8,15:17:19,23.803,23803
1697,895,821,1,9,15:18:50,23.887,23887
1698,895,813,1,9,15:18:58,23.524,23524
1699,895,807,1,10,15:20:27,23.383,23383
1700,895,814,1,10,15:20:37,23.476,23476
1701,895,17,1,11,15:21:54,23.617,23617
1702,895,13,1,11,15:22:06,22.946,22946
1703,895,8,1,11,15:22:11,23.313,23313
1704,895,820,1,11,15:22:39,23.648,23648
1705,895,154,1,12,15:23:30,23.282,23282
1706,895,3,1,12,15:23:43,22.812,22812
1707,895,815,1,12,15:23:48,26.423,26423
1708,895,4,1,13,15:25:26,22.645,22645
1709,895,20,1,14,15:26:53,22.916,22916
1710,895,3,2,16,15:30:40,17.806,17806
1711,895,819,2,17,15:33:03,24.38,24380
1712,895,817,1,21,15:39:04,24.608,24608
1713,895,818,2,21,15:39:24,24.087,24087
1714,895,18,2,23,15:42:30,26.263,26263
1715,895,3,3,24,15:44:05,22.771,22771
1716,895,17,2,25,15:45:06,22.774,22774
1717,895,814,2,26,15:47:38,23.858,23858
1718,895,822,2,27,15:49:16,23.483,23483
1719,895,16,2,27,15:49:23,23.484,23484
1720,895,13,2,28,15:50:36,22.871,22871
1721,895,813,2,28,15:51:02,24.202,24202
1722,895,154,2,29,15:51:38,23.086,23086
1723,895,807,2,29,15:52:08,23.831,23831
1724,895,820,2,29,15:53:22,24.373,24373
1725,895,4,2,30,15:53:46,22.839,22839
1726,895,821,2,30,15:54:04,23.184,23184
1727,895,815,2,30,15:54:05,27.707,27707
1728,895,8,2,31,15:55:30,23.29,23290
1729,895,817,2,32,15:57:31,17.801,17801
1730,895,13,3,34,16:00:41,17.822,17822
1731,895,819,3,35,16:03:32,24.381,24381
1732,895,20,2,37,16:04:36,22.873,22873
1733,895,818,3,38,16:07:30,24.876,24876
1734,895,3,4,39,16:08:49,22.551,22551
1735,895,18,3,40,16:10:36,23.105,23105
1736,895,17,3,42,16:12:42,23.094,23094
1737,895,815,3,42,16:14:05,25.585,25585
1738,895,817,3,44,16:17:21,24.178,24178
1739,896,814,1,1,15:05:12,23.662,23662
1740,896,818,1,1,15:05:14,24.232,24232
1741,896,819,1,1,15:05:39,29.082,29082
1742,896,20,1,2,15:06:36,24,24000
1743,896,4,1,2,15:06:48,29.8,29800
1744,896,807,1,5,15:11:22,24.096,24096
1745,896,824,1,5,15:11:40,33.937,33937
1746,896,18,1,6,15:13:04,23.517,23517
1747,896,3,1,7,15:14:25,23.685,23685
1748,896,8,1,7,15:14:33,26.989,26989
1749,896,13,1,8,15:15:56,23.579,23579
1750,896,1,1,8,15:16:00,23.546,23546
1751,896,813,1,8,15:16:14,25.53,25530
1752,896,18,2,12,15:22:48,23.774,23774
1753,896,154,1,13,15:23:59,23.648,23648
1754,896,821,1,16,15:28:39,18.423,18423
1755,896,819,2,16,15:29:58,26.97,26970
1756,896,821,2,26,15:44:22,25.66,25660
